y_true,y_score,subject
0,0.0014020844,x06
0,0.0022400934,x06
0,0.060273696,x06
0,0.049273074,x06
0,0.12495916,x06
0,0.76609623,x06
0,0.870376,x06
0,0.87382597,x06
0,0.6079374,x06
0,0.5860902,x06
0,0.6273266,x06
0,0.029384613,x06
0,0.03029506,x06
0,0.031949457,x06
0,0.026313689,x06
0,0.023577858,x06
0,0.108484976,x06
0,0.10332153,x06
0,0.005761399,x06
0,0.021546083,x06
0,0.028724313,x06
0,0.0049521266,x06
0,0.00802002,x06
0,0.035317376,x06
0,0.07465549,x06
0,0.08161168,x06
0,0.101775706,x06
0,0.04485929,x06
0,0.054069083,x06
0,0.10681301,x06
0,0.07070819,x06
0,0.036871687,x06
0,0.59920067,x06
0,0.7312381,x06
0,0.1569792,x06
0,0.09767408,x06
0,0.027891535,x06
0,0.0381282,x06
0,0.017358666,x06
0,0.029109402,x06
0,0.10014487,x06
0,0.002224862,x06
0,0.00013813614,x06
0,1.7579527e-05,x06
0,7.071665e-05,x06
0,0.0002251938,x06
0,0.0012898835,x06
0,0.001313542,x06
0,0.051053934,x06
0,0.00831134,x06
0,0.0012264819,x06
0,0.0005334732,x06
0,0.0013843996,x06
0,0.10138234,x06
0,0.15905935,x06
0,0.12531114,x06
0,0.09785363,x06
0,0.0022164437,x06
0,0.0014964681,x06
0,0.0036315033,x06
0,0.01620595,x06
0,0.015975194,x06
0,0.0064357184,x06
0,0.010344126,x06
0,0.0073128543,x06
0,0.0044291248,x06
0,0.06765901,x06
0,0.018372377,x06
0,0.1316405,x06
0,0.00584355,x06
0,0.0042810794,x06
0,0.0007781431,x06
0,0.0014393158,x06
0,0.004421351,x06
0,0.00010214604,x06
0,0.000117870295,x06
0,6.704096e-05,x06
0,0.00016589508,x06
0,9.114584e-05,x06
0,0.0037568628,x06
0,5.6180736e-05,x06
0,0.0014648185,x06
0,0.018801706,x06
0,0.02850311,x06
0,0.04787032,x06
0,0.620952,x06
0,0.08629362,x06
0,0.1755963,x06
0,0.19284475,x06
0,0.0069509237,x06
0,0.015017144,x06
0,0.006572906,x06
0,0.0021470513,x06
0,0.007937078,x06
0,0.007971164,x06
0,0.004159118,x06
0,0.010342125,x06
0,0.016953763,x06
0,0.005347171,x06
0,0.0008570374,x06
0,0.00015770431,x06
0,0.2577316,x06
0,0.24586171,x06
0,0.16060962,x06
0,0.1376738,x06
0,0.06303869,x06
0,0.00015087525,x06
0,0.011995454,x06
0,0.003452178,x06
0,0.008930461,x06
0,0.0019909297,x06
0,0.0005089088,x06
0,0.0009636736,x06
0,0.0023674727,x06
0,0.00044522205,x06
0,7.507776e-05,x06
0,0.00012293596,x06
0,0.002185462,x06
0,0.000690106,x06
0,0.0012996275,x06
0,0.058367655,x06
0,0.08203655,x06
0,0.10512837,x06
0,0.21890949,x06
0,0.16798122,x06
0,0.0003524643,x06
0,0.013743704,x06
0,0.011472708,x06
0,0.0019283822,x06
0,9.899608e-05,x06
0,2.4787545e-05,x06
0,2.6540407e-05,x06
0,3.0181543e-05,x06
0,3.212456e-05,x06
0,0.026169786,x06
0,0.03699045,x06
0,0.14019199,x06
0,0.00014775418,x06
0,0.0012361377,x06
0,0.0013477717,x06
0,0.0011552216,x06
0,0.0006804087,x06
0,0.0055844593,x06
0,0.0067278594,x06
0,0.020186057,x06
0,0.0032501812,x06
0,0.001665196,x06
0,0.00082610484,x06
0,0.00015362802,x06
0,0.00025772417,x06
0,0.000110096174,x06
0,0.00015510272,x06
0,0.00014847121,x06
0,0.0004505934,x06
0,0.0015675918,x06
0,0.0046247724,x06
0,0.005350161,x06
0,0.0030061572,x06
0,0.0032878732,x06
0,0.02471849,x06
0,0.13292424,x06
0,0.16202942,x06
0,0.127562,x06
0,0.19437644,x06
0,0.11403395,x06
0,0.39355594,x06
0,0.6864428,x06
0,0.5603365,x06
0,0.00033339474,x06
0,0.0026938717,x06
0,0.0020683885,x06
0,0.0004192289,x06
0,0.0004723197,x06
0,0.0047550783,x06
0,0.033861004,x06
0,0.007987012,x06
0,0.007942836,x06
0,0.00018363427,x06
0,0.00045582146,x06
0,0.00015716717,x06
0,0.036123745,x06
0,0.008224623,x06
0,0.010638158,x06
0,0.013751539,x06
0,0.008359059,x06
0,0.00093511044,x06
0,0.008550736,x06
0,0.0024385846,x06
0,0.004431703,x06
0,0.00745836,x06
0,0.010708469,x06
0,5.0634382e-05,x06
0,0.00030691567,x06
0,0.00021181387,x06
0,0.002039118,x06
0,0.011355482,x06
0,0.0028067424,x06
0,0.0012474321,x06
0,0.002456129,x06
0,0.03620288,x06
0,0.054345325,x06
0,0.037060324,x06
0,0.020570416,x06
0,0.011661851,x06
0,0.0031354392,x06
0,0.0007020703,x06
0,7.941473e-05,x06
0,0.00012670332,x06
0,0.0005476575,x06
0,0.00013717062,x06
0,0.00040526924,x06
0,0.0004113894,x06
0,0.0054651755,x06
0,0.0030225026,x06
0,0.0008440671,x06
0,0.00048250266,x06
0,0.001342867,x06
0,0.004101963,x06
0,0.01732875,x06
0,0.05149612,x06
0,0.0068903267,x06
0,0.002212808,x06
0,0.005912377,x06
0,0.0021211447,x06
0,0.00013370134,x06
0,0.00020855352,x06
0,0.00021471159,x06
0,0.0002048623,x06
0,7.3251766e-05,x06
0,0.0011669942,x06
0,0.0013718584,x06
0,0.018882502,x06
0,0.0037681337,x06
0,0.0022856395,x06
0,0.0019526148,x06
0,0.0014156889,x06
0,0.00024861025,x06
0,0.001580165,x06
0,0.0013322149,x06
0,0.0006737752,x06
0,0.00041891442,x06
0,0.0001764885,x06
0,0.26322532,x06
0,0.30348974,x06
0,0.19732358,x06
0,0.20815401,x06
0,0.1280668,x06
0,0.0017247719,x06
0,0.001986592,x06
0,0.0007741537,x06
0,0.0013118377,x06
0,0.1415171,x06
0,0.21697974,x06
0,0.32127935,x06
0,0.61254996,x06
0,0.3798351,x06
0,0.37660196,x06
0,0.5589013,x06
0,0.47056335,x06
0,0.42080596,x06
0,0.2697528,x06
0,0.0011430486,x06
0,0.0005650359,x06
0,0.0032084787,x06
0,0.015294084,x06
0,0.0031351903,x06
0,0.0032645823,x06
0,0.00023176307,x06
0,0.0011230899,x06
0,0.37107712,x06
0,0.5020746,x06
0,0.4489645,x06
0,0.30800194,x06
0,0.10904195,x06
0,0.00034854692,x06
0,0.00017597481,x06
0,0.00011084981,x06
0,0.000142791,x06
0,0.0001338949,x06
0,0.00011713293,x06
0,0.00024335139,x06
0,0.00036235736,x06
0,0.015309782,x06
0,0.03319553,x06
0,0.0004966188,x06
0,0.0008711648,x06
0,0.00061112177,x06
0,0.0006406945,x06
0,0.00018607685,x06
0,0.00035500497,x06
0,0.0014281926,x06
0,0.012327186,x06
0,0.12238059,x06
0,0.43597758,x06
0,0.5006931,x06
0,0.5613497,x06
0,0.17981124,x06
0,0.00014843272,x06
0,0.00066316745,x06
0,0.00060229906,x06
0,0.00068117044,x06
0,0.0016334202,x06
0,0.022321101,x06
0,0.019002702,x06
0,0.022064183,x06
0,0.116560064,x06
0,0.11120812,x06
0,0.08420405,x06
0,0.07417155,x06
0,0.066106014,x06
0,0.045807566,x06
0,0.03431502,x06
0,0.12346461,x06
0,0.00095139106,x06
0,0.0017210746,x06
0,0.00031886657,x06
0,0.004046978,x06
0,0.0026836186,x06
0,0.0010004054,x06
0,0.005816859,x06
0,0.01100086,x06
0,0.0060684583,x06
0,0.0033056191,x06
0,0.00014865353,x06
0,0.009267471,x06
0,0.016894896,x06
0,0.6192761,x06
0,0.9676108,x06
0,0.98000926,x06
0,0.81175756,x06
0,0.47622395,x06
0,0.30332345,x06
0,0.0015677275,x06
0,0.00057318975,x06
0,0.023868585,x06
0,0.011405922,x06
0,0.0007752197,x06
0,9.1736256e-05,x06
0,0.024346588,x06
0,0.005768445,x06
0,0.0017616592,x06
0,0.009492754,x06
0,0.013861732,x06
0,0.033118486,x06
0,0.077051125,x06
0,0.051921748,x06
0,0.032100458,x06
0,0.0028140896,x06
0,0.015185646,x06
0,0.028117772,x06
0,0.029119236,x06
0,0.00308712,x06
0,0.0009206921,x06
0,0.19475554,x06
0,0.23156539,x06
